2024/4/26,17.7,8,1
2024/4/27,18.4,8,1
2024/4/28,20.3,8,1
2024/4/29,19.2,8,1
2024/4/30,19.4,8,1
2024/5/1,15.0,8,1
2024/5/2,15.5,8,1
2024/5/3,17.8,8,1
2024/5/4,19.5,8,1
2024/5/5,20.4,8,1
2024/5/6,19.7,8,1
2024/5/7,19.5,8,1
2024/5/8,15.7,8,1
2024/5/9,14.4,8,1
2024/5/10,17.0,8,1
2024/5/11,19.8,8,1
2024/5/12,19.4,8,1
2024/5/13,17.0,8,1
2024/5/14,17.0,8,1
2024/5/15,18.2,8,1
2024/5/16,17.1,8,1
2024/5/17,19.1,8,1
2024/5/18,21.2,8,1
2024/5/19,17.8,8,1
2024/5/20,20.1,8,1
2024/5/21,21.9,8,1
2024/5/22,19.7,8,1
2024/5/23,21.5,8,1
2024/5/24,22.0,8,1
2024/5/25,21.5,8,1
2024/5/26,21.9,8,1
2024/5/27,23.0,8,1
2024/5/28,18.2,8,1
2024/5/29,19.1,8,1
2024/5/30,20.0,8,1
2024/5/31,18.2,8,1
2024/6/1,20.9,8,1
2024/6/2,21.1,8,1
2024/6/3,19.5,8,1
2024/6/4,20.2,8,1
2024/6/5,21.2,8,1
2024/6/6,20.9,8,1
2024/6/7,23.4,8,1
2024/6/8,22.9,8,1
2024/6/9,19.3,8,1
2024/6/10,22.2,8,1
2024/6/11,23.7,8,1
2024/6/12,24.6,8,1
2024/6/13,26.2,8,1
2024/6/14,26.8,8,1
2024/6/15,25.1,8,1
2024/6/16,26.0,8,1
2024/6/17,23.3,8,1
2024/6/18,22.1,8,1
2024/6/19,25.2,8,1
2024/6/20,24.2,8,1
2024/6/21,22.8,8,1
2024/6/22,23.0,8,1
2024/6/23,24.7,8,1
2024/6/24,25.7,8,1
2024/6/25,25.7,8,1
2024/6/26,25.0,8,1
2024/6/27,22.8,8,1
2024/6/28,23.1,8,1
2024/6/29,25.3,8,1
2024/6/30,26.1,8,1
2024/7/1,25.3,8,1
2024/7/2,26.0,8,1
2024/7/3,28.4,8,1
2024/7/4,29.5,8,1
2024/7/5,30.2,8,1
2024/7/6,30.9,8,1
2024/7/7,30.5,8,1
2024/7/8,30.6,8,1
2024/7/9,29.0,5,1
2024/7/10,27.1,8,1
2024/7/11,25.3,8,1
2024/7/12,25.3,8,1
2024/7/13,26.1,8,1
2024/7/14,25.7,8,1
2024/7/15,25.0,8,1
2024/7/16,26.1,8,1
2024/7/17,28.7,8,1
2024/7/18,28.8,8,1
2024/7/19,30.4,8,1
2024/7/20,30.3,8,1
2024/7/21,30.8,8,1
2024/7/22,31.1,8,1
2024/7/23,30.4,8,1
2024/7/24,29.2,8,1
2024/7/25,29.5,8,1
2024/7/26,30.7,8,1
2024/7/27,31.5,8,1
2024/7/28,31.5,8,1
2024/7/29,31.3,8,1
2024/7/30,30.9,8,1
2024/7/31,30.9,8,1
2024/8/1,31.3,8,1
2024/8/2,31.7,8,1
2024/8/3,32.2,8,1
2024/8/4,30.8,8,1
2024/8/5,31.3,8,1
2024/8/6,30.8,8,1
2024/8/7,30.5,8,1
2024/8/8,30.3,8,1
2024/8/9,29.7,8,1
2024/8/10,29.5,8,1
2024/8/11,29.3,8,1
2024/8/12,29.6,8,1
2024/8/13,30.3,8,1
2024/8/14,30.8,8,1
2024/8/15,30.8,8,1
2024/8/16,30.5,8,1
2024/8/17,30.1,8,1
2024/8/18,30.2,8,1
2024/8/19,27.4,8,1
2024/8/20,28.4,8,1
2024/8/21,30.4,8,1
2024/8/22,31.1,8,1
2024/8/23,31.3,8,1
2024/8/24,31.3,8,1
2024/8/25,29.5,8,1
2024/8/26,29.4,8,1
2024/8/27,29.0,8,1
2024/8/28,28.2,8,1
2024/8/29,25.4,8,1
2024/8/30,26.9,8,1
2024/8/31,28.2,8,1
2024/9/1,28.6,8,1
2024/9/2,29.1,8,1
2024/9/3,26.8,8,1
2024/9/4,27.6,8,1
2024/9/5,27.8,8,1
2024/9/6,28.7,8,1
2024/9/7,29.3,8,1
2024/9/8,29.7,8,1
2024/9/9,29.7,8,1
2024/9/10,29.4,8,1
2024/9/11,29.9,8,1
2024/9/12,29.4,8,1
2024/9/13,29.6,8,1
2024/9/14,28.6,8,1
2024/9/15,29.1,8,1
2024/9/16,29.8,8,1
2024/9/17,29.9,8,1
2024/9/18,30.1,8,1
2024/9/19,30.1,8,1
2024/9/20,30.3,8,1
2024/9/21,29.0,8,1
2024/9/22,26.0,8,1
2024/9/23,23.9,8,1
2024/9/24,23.6,8,1
2024/9/25,25.2,8,1
2024/9/26,25.7,8,1
2024/9/27,26.9,8,1
2024/9/28,25.9,8,1
2024/9/29,24.8,8,1
2024/9/30,25.0,8,1
2024/10/1,25.7,8,1
2024/10/2,22.1,8,1
2024/10/3,20.5,8,1
2024/10/4,21.7,8,1
2024/10/5,22.4,8,1
2024/10/6,23.0,8,1
2024/10/7,21.0,8,1
2024/10/8,18.7,8,1
2024/10/9,20.5,8,1
2024/10/10,20.7,8,1
2024/10/11,20.1,8,1
2024/10/12,19.6,8,1
2024/10/13,20.6,8,1
2024/10/14,22.0,8,1
2024/10/15,23.9,8,1
2024/10/16,23.9,8,1
2024/10/17,23.2,8,1
2024/10/18,24.1,8,1
2024/10/19,21.7,8,1
2024/10/20,16.9,8,1
2024/10/21,19.2,8,1
2024/10/22,20.0,8,1
2024/10/23,21.9,8,1
2024/10/24,18.7,8,1
2024/10/25,19.1,8,1
2024/10/26,19.1,8,1
2024/10/27,20.9,8,1
2024/10/28,18.6,8,1
2024/10/29,16.7,8,1
2024/10/30,17.6,8,1
2024/10/31,15.5,8,1
2024/11/1,17.9,8,1
2024/11/2,19.2,8,1
2024/11/3,17.3,8,1
2024/11/4,16.5,8,1
2024/11/5,17.0,8,1
2024/11/6,14.9,8,1
2024/11/7,12.1,8,1
2024/11/8,10.8,8,1
2024/11/9,12.5,8,1
2024/11/10,14.4,8,1
2024/11/11,16.7,8,1
2024/11/12,15.5,8,1
2024/11/13,15.9,8,1
2024/11/14,14.2,8,1
2024/11/15,16.0,8,1
2024/11/16,16.5,8,1
2024/11/17,18.5,8,1
2024/11/18,13.5,8,1
2024/11/19,9.6,8,1
2024/11/20,10.5,8,1
2024/11/21,11.8,8,1
2024/11/22,12.1,8,1
2024/11/23,9.9,8,1
2024/11/24,8.6,8,1
2024/11/25,9.0,8,1
2024/11/26,12.4,8,1
2024/11/27,10.9,8,1
2024/11/28,9.4,8,1
2024/11/29,8.7,8,1
2024/11/30,9.3,8,1
2024/12/1,9.9,8,1
2024/12/2,10.4,8,1
2024/12/3,11.7,8,1
2024/12/4,9.7,8,1
2024/12/5,8.8,8,1
2024/12/6,8.3,8,1
2024/12/7,8.2,8,1
2024/12/8,6.6,8,1
2024/12/9,6.6,8,1
2024/12/10,7.1,8,1
2024/12/11,8.0,8,1
2024/12/12,8.2,8,1
2024/12/13,7.7,8,1
2024/12/14,6.1,8,1
2024/12/15,6.3,8,1
2024/12/16,7.4,8,1
2024/12/17,6.0,8,1
2024/12/18,4.8,8,1
2024/12/19,5.2,8,1
2024/12/20,3.7,8,1
2024/12/21,5.6,8,1
2024/12/22,5.5,8,1
2024/12/23,5.3,8,1
2024/12/24,6.6,8,1
2024/12/25,5.8,8,1
2024/12/26,9.2,8,1
2024/12/27,6.1,8,1
2024/12/28,3.8,8,1
2024/12/29,4.4,8,1
2024/12/30,5.5,8,1
2024/12/31,7.1,8,1
